date,registration,cause
"Jan 26, 1953",I-LAIL,Technical failure
"Jan 20, 1953",41-21132,Technical failure
"Jan 19, 1953",G-AICM,Technical failure
"Jan 17, 1953",VH-BKZ,Technical failure
"Jan 16, 1953",45-57772,Technical failure
"Jan 15, 1953",WB455,Technical failure
"Jan 1, 1953",VV883,Technical failure
"Dec 30, 1952",SW344,Technical failure
"Dec 26, 1952",84787,Technical failure
"Dec 25, 1952",EP-ACJ,Technical failure
"Dec 19, 1952",RF453,Technical failure
"Dec 14, 1952",WF570,Technical failure
"Dec 4, 1952",CCCP-L4661,Technical failure
"Dec 2, 1952",LN376,Technical failure
"Nov 28, 1952",,Technical failure
"Nov 24, 1952",46-003,Technical failure
"Nov 21, 1952",VM327,Technical failure
"Nov 17, 1952",51-2590,Technical failure
"Nov 17, 1952",TX197,Technical failure
"Nov 11, 1952",46640,Technical failure
"Nov 7, 1952",44-35652,Technical failure
"Oct 31, 1952",44-61751,Technical failure
"Oct 28, 1952",P-213,Technical failure
"Oct 27, 1952",A65-113,Technical failure
"Oct 27, 1952",51-11621,Technical failure
"Oct 27, 1952",T-64,Technical failure
"Oct 23, 1952",86/F-RAPC,Technical failure
"Oct 23, 1952",47-158,Technical failure
"Oct 22, 1952",AP-AAZ,Technical failure
"Oct 21, 1952",PH173,Technical failure
"Oct 14, 1952",PH708,Technical failure
"Oct 8, 1952",127724,Technical failure
"Oct 2, 1952",N1515V,Technical failure
"Sep 28, 1952",,Technical failure
"Sep 28, 1952",VX507,Technical failure
"Sep 23, 1952",OH-VKR,Technical failure
"Sep 14, 1952",G-AIZI,Technical failure
"Sep 11, 1952",,Technical failure
"Sep 11, 1952",5081,Technical failure
"Sep 8, 1952",44-62299,Technical failure
"Sep 5, 1952",43-15599,Technical failure
"Aug 28, 1952",43-15045,Technical failure
"Aug 26, 1952",G783,Technical failure
"Aug 25, 1952",G-ALDF,Technical failure
"Aug 24, 1952",G-AGNZ,Technical failure
"Aug 20, 1952",PG136,Technical failure
"Aug 20, 1952",43-48077,Technical failure
"Aug 20, 1952",CF-OBQ,Technical failure
"Aug 19, 1952",VX559,Technical failure
"Aug 15, 1952",CF-EJX,Technical failure
"Aug 12, 1952",PP-ANH,Technical failure
"Aug 8, 1952",44-34599,Technical failure
"Aug 7, 1952",44-35885,Technical failure
"Aug 7, 1952",84774,Technical failure
"Aug 6, 1952",44-62237,Technical failure
"Aug 6, 1952",,Technical failure
"Aug 5, 1952",49-2661,Technical failure
"Aug 2, 1952",VX540,Technical failure
"Jul 30, 1952",SU-AHX,Technical failure
"Jul 27, 1952",ZS-DFB,Technical failure
"Jul 25, 1952",49-0103,Technical failure
"Jul 25, 1952",G-AHON,Technical failure
"Jul 23, 1952",G-ALDB,Technical failure
"Jul 22, 1952",44-62166,Technical failure
"Jul 11, 1952",45-57799,Technical failure
"Jul 11, 1952",2048,Technical failure
"Jul 3, 1952",VX537,Technical failure
"Jun 30, 1952",VW164,Technical failure
"Jun 23, 1952",44-34623,Technical failure
"Jun 14, 1952",G-AHFT,Technical failure
"May 28, 1952",50-1066,Technical failure
"May 24, 1952",PP-LDE,Technical failure
"May 22, 1952",RE200,Technical failure
"May 21, 1952",HM650,Technical failure
"May 13, 1952",PP-SPM,Technical failure
"May 9, 1952",CF-PAA,Technical failure
"Apr 30, 1952",VT-AUN,Technical failure
"Apr 29, 1952",2673,Technical failure
"Apr 29, 1952",N1039V,Technical failure
"Apr 19, 1952",44-34098,Technical failure
"Apr 19, 1952",SE-KAG,Technical failure
"Apr 18, 1952",PG296,Technical failure
"Apr 16, 1952",VH-DHA,Technical failure
"Apr 10, 1952",VT-DFN,Technical failure
"Apr 5, 1952",CCCP-L1308,Technical failure
"Apr 5, 1952",N1911M,Technical failure
"Apr 5, 1952",44-87756,Technical failure
"Apr 2, 1952",LN-NAE,Technical failure
"Apr 1, 1952",44-61776,Technical failure
"Mar 26, 1952",N65143,Technical failure
"Mar 23, 1952",PH-TFF,Technical failure
"Mar 15, 1952",VP-KDS,Technical failure
"Mar 11, 1952",G-AMGL,Technical failure
"Mar 11, 1952",WF373,Technical failure
"Mar 10, 1952",42-100502,Technical failure
"Mar 9, 1952",PP-NBA,Technical failure
"Mar 6, 1952",50-1067,Technical failure
"Mar 3, 1952",F-BCUM,Technical failure
"Mar 3, 1952",VW153,Technical failure
"Feb 28, 1952",44-69803,Technical failure
"Feb 26, 1952",VW827,Technical failure
"Feb 22, 1952",42-93193,Technical failure
"Feb 21, 1952",PP-VCB,Technical failure
"Feb 21, 1952",XA-GUW,Technical failure
"Feb 20, 1952",VX492,Technical failure
"Feb 16, 1952",T-20,Technical failure
"Feb 11, 1952",N90891,Technical failure
"Feb 8, 1952",CF-GPL,Technical failure
"Feb 4, 1952",OO-CBN,Technical failure
"Feb 3, 1952",HW516,Technical failure
"Feb 1, 1952",44-78373,Technical failure
"Jan 29, 1952",45-21822,Technical failure
"Jan 24, 1952",51-001,Technical failure
"Jan 23, 1952",44-87734,Technical failure
"Jan 23, 1952",RF210,Technical failure
"Jan 22, 1952",N3927C,Technical failure
"Jan 22, 1952",SX923,Technical failure
"Jan 21, 1952",44-77407,Technical failure
"Jan 19, 1952",44-86856,Technical failure
"Jan 19, 1952",N45342,Technical failure
"Jan 16, 1952",49-0172,Technical failure
"Jan 14, 1952",59704,Technical failure
"Jan 13, 1952",VH-BFI,Technical failure
"Jan 11, 1952",VH-DRD,Technical failure
"Jan 4, 1952",49-0150,Technical failure
"Jan 2, 1952",VW185,Technical failure
"Dec 27, 1951",CCCP-L4228,Technical failure
"Dec 26, 1951",122972,Technical failure
"Dec 22, 1951",44-62215,Technical failure
"Dec 20, 1951",8.F.2,Technical failure
"Dec 16, 1951",N1678M,Technical failure
"Dec 6, 1951",HK-710,Technical failure
"Dec 4, 1951",CF-GPA,Technical failure
"Dec 4, 1951",44-27314,Technical failure
"Dec 3, 1951",44-61797,Technical failure
"Nov 30, 1951",PH768,Technical failure
"Nov 30, 1951",44-69896,Technical failure
"Nov 27, 1951",VH-CFA,Technical failure
"Nov 21, 1951",44-27264,Technical failure
"Nov 17, 1951",VH-EAV,Technical failure
"Nov 12, 1951",KN438,Technical failure
"Nov 8, 1951",44-70142,Technical failure
"Nov 5, 1951",PG312,Technical failure
"Nov 5, 1951",F-BCYL,Technical failure
"Oct 31, 1951",44-61835,Technical failure
"Oct 30, 1951",F-OAIY,Technical failure
"Oct 27, 1951",0961,Technical failure
"Oct 19, 1951",43-49040,Technical failure
"Oct 15, 1951",VH-AQO,Technical failure
"Oct 14, 1951",44-86273,Technical failure
"Oct 6, 1951",VH-ASR,Technical failure
"Oct 5, 1951",44-35942,Technical failure
"Sep 29, 1951",VH-AIK,Technical failure
"Sep 29, 1951",FW555,Technical failure
"Sep 24, 1951",51-5111,Technical failure
"Sep 19, 1951",44-86415,Technical failure
"Sep 17, 1951",PP-YPX,Technical failure
"Sep 12, 1951",F-BEIZ,Technical failure
"Sep 8, 1951",PP-SPQ,Technical failure
"Sep 8, 1951",43-49261,Technical failure
"Sep 4, 1951",122978,Technical failure
"Aug 30, 1951",44-35958,Technical failure
"Aug 26, 1951",44-34347,Technical failure
"Aug 23, 1951",44-87640,Technical failure
"Aug 23, 1951",VS504,Technical failure
"Aug 11, 1951",N3908B,Technical failure
"Aug 10, 1951",CCCP-F330,Technical failure
"Aug 7, 1951",2028,Technical failure
"Aug 5, 1951",44-34362,Technical failure
"Jul 29, 1951",44-35985,Technical failure
"Jul 27, 1951",VR-NAX,Technical failure
"Jul 24, 1951",OO-CBA,Technical failure
"Jul 22, 1951",,Technical failure
"Jul 17, 1951",VW824,Technical failure
"Jul 15, 1951",48-0342,Technical failure
"Jul 14, 1951",VH-BAB,Technical failure
"Jul 12, 1951",VW194,Technical failure
"Jul 11, 1951",CF-ETC,Technical failure
"Jul 8, 1951",44-77269,Technical failure
"Jun 29, 1951",137,Technical failure
"Jun 29, 1951",98610,Technical failure
"Jun 27, 1951",47-0786,Technical failure
"Jun 24, 1951",VX498,Technical failure
"Jun 21, 1951",44-61678,Technical failure
"Jun 17, 1951",43-15600,Technical failure
"Jun 14, 1951",122453,Technical failure
"Jun 13, 1951",HK-504,Technical failure
"Jun 9, 1951",G-AJZT,Technical failure
"Jun 8, 1951",YU-ABE,Technical failure
"Jun 6, 1951",48-0398,Technical failure
"May 24, 1951",49-0153,Technical failure
"May 23, 1951",49-0232,Technical failure
"May 9, 1951",17114,Technical failure
"May 8, 1951",G-AHPD,Technical failure
"Apr 26, 1951",44-87704,Technical failure
"Apr 26, 1951",,Technical failure
"Apr 22, 1951",84663,Technical failure
"Apr 19, 1951",44-34244,Technical failure
"Apr 18, 1951",49-0279,Technical failure
"Apr 18, 1951",VV899,Technical failure
"Apr 10, 1951",42-72734,Technical failure
"Apr 10, 1951",VW833,Technical failure
"Apr 10, 1951",G-ALEU,Technical failure
"Apr 8, 1951",43-48298,Technical failure
"Apr 7, 1951",CF-DFF,Technical failure
"Apr 6, 1951",42-65369,Technical failure
"Apr 2, 1951",44-86809,Technical failure
"Apr 1, 1951",SE-BBM,Technical failure
"Mar 29, 1951",48-0345,Technical failure
"Mar 29, 1951",VW187,Technical failure
"Mar 23, 1951",49-0244,Technical failure
"Mar 23, 1951",49-0168,Technical failure
"Mar 22, 1951",PP-CCX,Technical failure
"Mar 10, 1951",VM386,Technical failure
"Mar 8, 1951",44-62319,Technical failure
"Mar 7, 1951",59884,Technical failure
"Mar 5, 1951",43-48483,Technical failure
"Mar 3, 1951",44-34218,Technical failure
"Feb 28, 1951",ZS-BTM,Technical failure
"Feb 18, 1951",VX514,Technical failure
"Feb 8, 1951",44-87072,Technical failure
"Feb 7, 1951",DO-3,Technical failure
"Jan 31, 1951",44-84124,Technical failure
"Jan 31, 1951",HK-311,Technical failure
"Jan 23, 1951",44-78473,Technical failure
"Jan 21, 1951",124227,Technical failure
"Jan 16, 1951",RG837,Technical failure
"Jan 11, 1951",45-21771,Technical failure
"Jan 10, 1951",43-49384,Technical failure
"Jan 8, 1951",44-78505,Technical failure
"Jan 4, 1951",T.4-10,Technical failure
"Jan 3, 1951",44-34266,Technical failure
"Jan 1, 1951",VS580,Technical failure
"Dec 30, 1950",LV-ACH,Technical failure
"Dec 29, 1950",ST798,Technical failure
"Dec 24, 1950",43-15110,Technical failure
"Dec 20, 1950",A65-66,Technical failure
"Dec 20, 1950",TG574,Technical failure
"Dec 17, 1950",PP-LDD,Technical failure
"Dec 14, 1950",PP-SPW,Technical failure
"Dec 13, 1950",PP-SPT,Technical failure
"Dec 9, 1950",VH-AYE,Technical failure
"Dec 8, 1950",PP-XCO,Technical failure
"Dec 6, 1950",44-34222,Technical failure
"Dec 5, 1950",VH-BKL,Technical failure
"Nov 28, 1950",44-34378,Technical failure
"Nov 27, 1950",VS501,Technical failure
"Nov 27, 1950",39340,Technical failure
"Nov 22, 1950",44-92079,Technical failure
"Nov 19, 1950",42-72662,Technical failure
"Nov 17, 1950",44-86920,Technical failure
"Nov 17, 1950",44-30736,Technical failure
"Nov 17, 1950",44-23024,Technical failure
"Nov 16, 1950",NZ3549,Technical failure
"Nov 15, 1950",49-0277,Technical failure
"Nov 15, 1950",CB-48,Technical failure
"Nov 2, 1950",49-0189,Technical failure
"Oct 25, 1950",G-AJLH,Technical failure
"Oct 23, 1950",CCCP-F283,Technical failure
"Oct 19, 1950",44-62279,Technical failure
"Oct 17, 1950",G-AGIW,Technical failure
"Oct 15, 1950",42-100855,Technical failure
"Oct 13, 1950",NC93037,Technical failure
"Oct 13, 1950",F-BAXM,Technical failure
"Oct 13, 1950",43-49041,Technical failure
"Oct 12, 1950",YV-C-ARF,Technical failure
"Oct 10, 1950",49-0318,Technical failure
"Oct 5, 1950",42-65353,Technical failure
"Sep 27, 1950",44-35771,Technical failure
"Sep 27, 1950",T-8,Technical failure
"Sep 21, 1950",VX499,Technical failure
"Sep 19, 1950",59840,Technical failure
"Sep 10, 1950",5328,Technical failure
"Sep 8, 1950",PP-LDB,Technical failure
"Sep 4, 1950",N18936,Technical failure
"Aug 31, 1950",N6004C,Technical failure
"Aug 30, 1950",CF-OBH,Technical failure
"Aug 14, 1950",44-34279,Technical failure
"Aug 13, 1950",46-010,Technical failure
"Aug 4, 1950",39566,Technical failure
"Jul 31, 1950",KB965,Technical failure
"Jul 30, 1950",CCCP-L1803,Technical failure
"Jul 30, 1950",F-BCUI,Technical failure
"Jul 29, 1950",OK-WAB,Technical failure
"Jul 29, 1950",F-BENF,Technical failure
"Jul 23, 1950",44-77577,Technical failure
"Jul 23, 1950",G-AKDU,Technical failure
"Jul 18, 1950",PH611,Technical failure
"Jul 13, 1950",46-040,Technical failure
"Jul 12, 1950",5320,Technical failure
"Jul 4, 1950",VS495,Technical failure
"Jun 30, 1950",46-009,Technical failure
"Jun 30, 1950",G-AKME,Technical failure
"Jun 30, 1950",F-WAVA,Technical failure
"Jun 29, 1950",48-0338,Technical failure
"Jun 28, 1950",44-34238,Technical failure
"Jun 28, 1950",49-0134,Technical failure
"Jun 27, 1950",CF-OCF,Technical failure
"Jun 26, 1950",VH-ANA,Technical failure
"Jun 16, 1950",42-93903,Technical failure
"Jun 15, 1950",N74170,Technical failure
"Jun 10, 1950",43-48477,Technical failure
"Jun 5, 1950",N1248N,Technical failure
"May 26, 1950",PP-SPV,Technical failure
"May 18, 1950",44-69875,Technical failure
"May 17, 1950",43-49267,Technical failure
"May 11, 1950",48238,Technical failure
"May 7, 1950",A24-105,Technical failure
"May 3, 1950",KN543,Technical failure
"Apr 26, 1950",42-72597,Technical failure
"Apr 26, 1950",45-0954,Technical failure
"Apr 17, 1950",CCCP-L862,Technical failure
"Apr 10, 1950",43-48102,Technical failure
"Apr 9, 1950",VP-BAO,Technical failure
"Apr 5, 1950",NC615,Technical failure
"Apr 5, 1950",VT-CJD,Technical failure
"Apr 5, 1950",76822,Technical failure
"Mar 29, 1950",LN819,Technical failure
"Mar 28, 1950",F-WANU,Technical failure
"Mar 28, 1950",45-1065,Technical failure
"Mar 28, 1950",43-15557,Technical failure
"Mar 26, 1950",,Technical failure
"Mar 25, 1950",VH-BDN,Technical failure
"Mar 23, 1950",46-020,Technical failure
"Mar 21, 1950",G-AHJJ,Technical failure
"Mar 15, 1950",PH620,Technical failure
"Mar 15, 1950",SX981,Technical failure
"Mar 11, 1950",43-48464,Technical failure
"Feb 16, 1950",F-BAOD,Technical failure
"Feb 14, 1950",44-92075,Technical failure
"Feb 10, 1950",G-AJBA,Technical failure
"Feb 2, 1950",PH-TEU,Technical failure
"Feb 1, 1950",44-22986,Technical failure
"Jan 29, 1950",F-BEIH,Technical failure
"Jan 18, 1950",PI-C184,Technical failure
"Jan 14, 1950",ZK-ALC,Technical failure
"Jan 12, 1950",SW363,Technical failure
"Jan 6, 1950",42-93509,Technical failure
"Jan 5, 1950",PP-XBW,Technical failure
"Jan 5, 1950",46-021,Technical failure
"Dec 30, 1949",VT-CYK,Technical failure
"Dec 21, 1949",VP-CAT,Technical failure
"Dec 18, 1949",OO-AUQ,Technical failure
"Dec 18, 1949",G-AKFL,Technical failure
"Dec 8, 1949",PF988,Technical failure
"Nov 29, 1949",VP-KFV,Technical failure
"Nov 28, 1949",VW160,Technical failure
"Nov 23, 1949",PH840,Technical failure
"Nov 16, 1949",44-69939,Technical failure
"Nov 16, 1949",44-86364,Technical failure
"Nov 16, 1949",42-65289,Technical failure
"Nov 11, 1949",MM45484,Technical failure
"Nov 9, 1949",59817,Technical failure
"Nov 4, 1949",44-22996,Technical failure
"Nov 4, 1949",CF-TCU,Technical failure
"Nov 3, 1949",44-87750,Technical failure
"Oct 28, 1949",F-BAZN,Technical failure
"Oct 25, 1949",T-28,Technical failure
"Oct 13, 1949",46-060,Technical failure
"Oct 12, 1949",VH-BDO,Technical failure
"Oct 6, 1949",,Technical failure
"Oct 2, 1949",G-AIHK,Technical failure
"Sep 30, 1949",48-0582,Technical failure
"Sep 27, 1949",LV-ABI,Technical failure
"Sep 26, 1949",TG499,Technical failure
"Sep 24, 1949",G-AHYX,Technical failure
"Sep 20, 1949",CCCP-L1462,Technical failure
"Sep 15, 1949",44-92079,Technical failure
"Sep 13, 1949",VR-HDW,Technical failure
"Sep 13, 1949",KJ865,Technical failure
"Sep 5, 1949",PH716,Technical failure
"Sep 3, 1949",45-57823,Technical failure
"Aug 31, 1949",T-39,Technical failure
"Aug 30, 1949",44-84028,Technical failure
"Aug 22, 1949",F-BEFK,Technical failure
"Aug 16, 1949",XA-GIJ,Technical failure
"Aug 15, 1949",N79998,Technical failure
"Aug 14, 1949",6063,Technical failure
"Aug 11, 1949",NC91241,Technical failure
"Aug 3, 1949",PP-AJB,Technical failure
"Aug 2, 1949",PP-VBI,Technical failure
"Aug 1, 1949",CCCP-L4354,Technical failure
"Jul 30, 1949",MW145,Technical failure
"Jul 24, 1949",37208,Technical failure
"Jul 23, 1949",G-AKSF,Technical failure
"Jul 21, 1949",CCCP-L1714,Technical failure
"Jul 16, 1949",G-AJGZ,Technical failure
"Jul 16, 1949",349050,Technical failure
"Jul 12, 1949",42-72476,Technical failure
"Jul 9, 1949",NC10000,Technical failure
"Jul 8, 1949",84655,Technical failure
"Jul 6, 1949",G-AHWN,Technical failure
"Jun 23, 1949",PH-TER,Technical failure
"Jun 22, 1949",N94266,Technical failure
"Jun 19, 1949",G-ALBX,Technical failure
"Jun 13, 1949",YI-ABR,Technical failure
"Jun 12, 1949",G-ALBZ,Technical failure
"Jun 3, 1949",YV-C-ARE,Technical failure
"May 30, 1949",56532,Technical failure
"May 27, 1949",N5615V,Technical failure
"May 10, 1949",G-AKDP,Technical failure
"May 6, 1949",G-AIFF,Technical failure
"Apr 27, 1949",43-16396,Technical failure
"Apr 26, 1949",PH-UDI,Technical failure
"Apr 25, 1949",VH-GAV,Technical failure
"Apr 21, 1949",G-AIKM,Technical failure
"Apr 21, 1949",MW188,Technical failure
"Apr 20, 1949",PP-ASB,Technical failure
"Apr 9, 1949",,Technical failure
"Apr 7, 1949",VT-CIZ,Technical failure
"Apr 6, 1949",TG534,Technical failure
"Mar 26, 1949",N1664M,Technical failure
"Mar 24, 1949",45-57798,Technical failure
"Mar 8, 1949",G-ALFJ,Technical failure
"Mar 5, 1949",RG850,Technical failure
"Mar 4, 1949",44-9086,Technical failure
"Mar 1, 1949",44-23035,Technical failure
"Feb 24, 1949",,Technical failure
"Feb 15, 1949",44-9062,Technical failure
"Feb 15, 1949",404,Technical failure
"Feb 15, 1949",G-AIOI,Technical failure
"Feb 14, 1949",PA410,Technical failure
"Feb 11, 1949",G-AKBB,Technical failure
"Feb 11, 1949",XA-FUG,Technical failure
"Feb 10, 1949",XT-T72,Technical failure
"Feb 7, 1949",CCCP-I511,Technical failure
"Jan 26, 1949",N1241N,Technical failure
"Jan 26, 1949",VP-KDI,Technical failure
"Jan 21, 1949",39323,Technical failure
"Jan 20, 1949",CF-CRT,Technical failure
"Jan 19, 1949",CCCP-L1381,Technical failure
"Jan 17, 1949",OB-OAD-233,Technical failure
"Jan 17, 1949",G-AGRE,Technical failure
"Jan 15, 1949",ZS-AYB,Technical failure
"Jan 8, 1949",F-BCYO,Technical failure
"Jan 7, 1949",1,Technical failure
"Jan 5, 1949",G-AHEX,Technical failure
"Jan 4, 1949",43-48405,Technical failure
"Dec 22, 1948",46-016,Technical failure
"Dec 15, 1948",C-310,Technical failure
"Dec 15, 1948",OB-PAY-226,Technical failure
"Dec 14, 1948",45-57785,Technical failure
"Dec 9, 1948",42-23794,Technical failure
"Dec 6, 1948",I-ETNA,Technical failure
"Dec 5, 1948",42-72686,Technical failure
"Nov 30, 1948",NZ1227,Technical failure
"Nov 23, 1948",TW658,Technical failure
"Nov 13, 1948",G-AHYC,Technical failure
"Nov 12, 1948",G-AKOF,Technical failure
"Nov 12, 1948",44-62076,Technical failure
"Nov 10, 1948",SX924,Technical failure
"Nov 10, 1948",MW270,Technical failure
"Nov 1, 1948",CCCP-N494,Technical failure
"Oct 24, 1948",S-83/83U,Technical failure
"Oct 24, 1948",HC-SIA,Technical failure
"Oct 17, 1948",45-57797,Technical failure
"Oct 12, 1948",ZS-BWZ,Technical failure
"Oct 8, 1948",VT-CEJ,Technical failure
"Oct 4, 1948",NC58121,Technical failure
"Sep 28, 1948",A24-381,Technical failure
"Sep 23, 1948",,Technical failure
"Sep 22, 1948",XA-GUU,Technical failure
"Sep 9, 1948",102,Technical failure
"Sep 9, 1948",106,Technical failure
"Sep 5, 1948",G-AGEW,Technical failure
"Aug 27, 1948",G-AGMB,Technical failure
"Aug 24, 1948",42-24641,Technical failure
"Aug 19, 1948",42-63442,Technical failure
"Aug 19, 1948",KJ962,Technical failure
"Aug 11, 1948",MW259,Technical failure
"Aug 1, 1948",F-BDRC,Technical failure
"Aug 1, 1948",KN238,Technical failure
"Jul 30, 1948",G-AGIX,Technical failure
"Jul 24, 1948",KN252,Technical failure
"Jul 23, 1948",EC-ACM,Technical failure
"Jul 20, 1948",F-WFKH,Technical failure
"Jul 17, 1948",B-71,Technical failure
"Jul 15, 1948",44-61713,Technical failure
"Jul 10, 1948",CU-P198,Technical failure
"Jul 7, 1948",44-34667,Technical failure
"Jul 4, 1948",RX-133,Technical failure
"Jun 29, 1948",C-408,Technical failure
"Jun 29, 1948",VH-BIU,Technical failure
"Jun 21, 1948",39353,Technical failure
"Jun 12, 1948",NC79042,Technical failure
"Jun 11, 1948",G-AGNI,Technical failure
"May 28, 1948",G-AGPD,Technical failure
"May 20, 1948",KN424,Technical failure
"May 17, 1948",G-AKAD,Technical failure
"May 16, 1948",NC59489,Technical failure
"May 14, 1948",LV-AFL,Technical failure
"May 11, 1948",44-61510,Technical failure
"May 9, 1948",AP-ABZ,Technical failure
"May 6, 1948",VH-BKM,Technical failure
"Apr 23, 1948",39325,Technical failure
"Apr 23, 1948",RX-138,Technical failure
"Apr 18, 1948",VH-ALA,Technical failure
"Apr 5, 1948",39550,Technical failure
"Mar 25, 1948",G-AJKJ,Technical failure
"Mar 20, 1948",NC22077,Technical failure
"Mar 13, 1948",CF-DIS,Technical failure
"Mar 12, 1948",,Technical failure
"Mar 7, 1948",PP-VAS,Technical failure
"Mar 1, 1948",44-23003,Technical failure
